__alignment_not_unique	0	__alignment_not_unique	0	__alignment_not_unique	0
__ambiguous	2042	__ambiguous	1108	__ambiguous	2428
__no_feature	9362692	__no_feature	9044816	__no_feature	10382941
__not_aligned	0	__not_aligned	0	__not_aligned	0
__too_low_aQual	0	__too_low_aQual	0	__too_low_aQual	0
peak_1	77	peak_1	70	peak_1	105
peak_2	37	peak_2	41	peak_2	45
peak_12	55	peak_12	51	peak_12	63
peak_14	24	peak_14	27	peak_14	33
peak_22	137	peak_22	118	peak_22	176
peak_59	184	peak_59	106	peak_59	185
peak_64	101	peak_64	88	peak_64	135
peak_68	59	peak_68	39	peak_68	68
peak_89	80	peak_89	65	peak_89	83
peak_95	62	peak_95	41	peak_95	71
peak_101	156	peak_101	95	peak_101	144
peak_107	105	peak_107	87	peak_107	123
peak_116	94	peak_116	81	peak_116	78
peak_118	161	peak_118	113	peak_118	185
peak_119	115	peak_119	79	peak_119	103
peak_120	52	peak_120	27	peak_120	51
peak_130	89	peak_130	62	peak_130	122
peak_145	77	peak_145	75	peak_145	91
peak_148	115	peak_148	70	peak_148	118
peak_155	104	peak_155	71	peak_155	133
peak_163	78	peak_163	29	peak_163	83
peak_170	165	peak_170	98	peak_170	156
peak_179	74	peak_179	64	peak_179	118
peak_203	55	peak_203	44	peak_203	61
peak_204	183	peak_204	151	peak_204	203
peak_205	25	peak_205	22	peak_205	35
peak_215	92	peak_215	84	peak_215	125
peak_230	159	peak_230	98	peak_230	171
peak_235	166	peak_235	96	peak_235	147
peak_240	168	peak_240	143	peak_240	147
peak_253	79	peak_253	46	peak_253	69
peak_257	164	peak_257	157	peak_257	173
peak_263	39	peak_263	20	peak_263	38
peak_267	74	peak_267	52	peak_267	76
peak_268	31	peak_268	39	peak_268	61
peak_276	106	peak_276	88	peak_276	99
peak_280	52	peak_280	35	peak_280	52
peak_285	93	peak_285	58	peak_285	86
peak_291	85	peak_291	49	peak_291	122
peak_293	83	peak_293	84	peak_293	93
peak_297	89	peak_297	63	peak_297	69
peak_316	79	peak_316	66	peak_316	90
peak_320	83	peak_320	98	peak_320	109
peak_335	125	peak_335	52	peak_335	118
peak_348	89	peak_348	55	peak_348	80
peak_357	187	peak_357	156	peak_357	180
peak_358	157	peak_358	106	peak_358	149
peak_375	105	peak_375	48	peak_375	93
peak_379	112	peak_379	72	peak_379	121
peak_387	188	peak_387	117	peak_387	171
peak_392	100	peak_392	51	peak_392	120
peak_415	27	peak_415	25	peak_415	35
peak_417	99	peak_417	75	peak_417	92
peak_420	120	peak_420	92	peak_420	147
peak_429	102	peak_429	62	peak_429	91
peak_430	71	peak_430	75	peak_430	68
peak_431	22	peak_431	18	peak_431	16
peak_440	65	peak_440	33	peak_440	68
peak_450	143	peak_450	141	peak_450	150
peak_461	53	peak_461	49	peak_461	51
peak_465	213	peak_465	220	peak_465	248
peak_469	154	peak_469	125	peak_469	198
peak_519	87	peak_519	46	peak_519	115
peak_524	110	peak_524	40	peak_524	103
peak_539	136	peak_539	69	peak_539	129
peak_559	145	peak_559	89	peak_559	136
peak_605	105	peak_605	71	peak_605	128
peak_612	141	peak_612	89	peak_612	146
peak_623	131	peak_623	62	peak_623	120
peak_633	130	peak_633	126	peak_633	156
peak_635	125	peak_635	74	peak_635	142
peak_640	68	peak_640	85	peak_640	115
peak_641	53	peak_641	60	peak_641	56
peak_649	87	peak_649	99	peak_649	103
peak_665	101	peak_665	80	peak_665	108
peak_670	142	peak_670	120	peak_670	142
peak_671	87	peak_671	68	peak_671	113
peak_678	28	peak_678	29	peak_678	34
peak_679	123	peak_679	119	peak_679	153
peak_682	53	peak_682	27	peak_682	57
peak_690	101	peak_690	60	peak_690	110
peak_696	95	peak_696	58	peak_696	124
peak_705	100	peak_705	59	peak_705	127
peak_715	31	peak_715	35	peak_715	37
peak_718	204	peak_718	211	peak_718	226
peak_735	83	peak_735	42	peak_735	67
peak_744	82	peak_744	48	peak_744	101
peak_752	107	peak_752	76	peak_752	100
peak_756	22	peak_756	24	peak_756	42
peak_757	67	peak_757	47	peak_757	67
peak_787	17	peak_787	34	peak_787	32
peak_788	108	peak_788	74	peak_788	117
peak_803	96	peak_803	66	peak_803	91
peak_838	67	peak_838	38	peak_838	107
peak_848	42	peak_848	43	peak_848	68
peak_852	77	peak_852	63	peak_852	95
