UniqueCount	AmbigCount
83	24
18	24
0	0
4	12
560	0
145	0
0	21
0	0
0	0
39	0
58	0
87	0
38	0
0	0
139	0
2	0
0	0
193	0
526	0
0	0
49	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
689	0
140	0
84	0
220	0
0	0
342	0
0	0
2	0
16	0
74	0
217	0
0	0
0	0
1	0
1	0
270	0
621	0
1266	1
37	12
44	5
2	0
0	0
1	0
3	0
0	0
0	0
2	0
0	0
0	4
80	0
1	271
4	0
0	0
0	0
70	0
0	0
1242	0
0	0
288	17
98	0
36	189
660	0
0	0
31	0
2	0
16	79
1	0
38	46
4	0
0	0
2	2
11	0
0	0
194	0
137	0
0	0
67	18
114	0
0	0
20	0
0	0
76	0
0	0
0	0
0	0
61	0
6	10
447	0
378	0
95	0
3671	0
179	0
0	538
27	32
121	0
0	0
87	0
324	0
4	20
0	0
0	60
0	0
0	0
0	0
51	402
276	0
34	0
206	0
128	0
146	0
0	0
0	0
0	0
0	0
13	0
0	0
53	0
54	0
2	0
16	0
347	0
2	0
138	0
1154	0
172	170
493	0
50	6
5	42
436	0
39	0
70	0
2	0
1	0
0	0
1019	0
349	0
0	0
0	0
118	0
953	0
0	0
0	0
0	0
7	0
29	17
1	0
213	0
316	0
3	0
0	0
182	0
784	6014
102	0
69	440
15	5
1112	0
57	0
0	0
11	0
0	0
190	0
5	0
109	0
506	0
1	0
186	0
85	0
625	0
603	975
0	0
0	0
2	0
3	0
0	31
99	0
0	0
32	1
523	0
164	0
185	0
0	0
0	0
30	0
2	4
0	0
21	237
1	0
12	0
1	0
1	0
159	0
1	0
23	0
273	0
400	0
0	0
0	0
338	0
809	2
0	0
0	0
450	0
3	0
521	0
1	0
439	0
0	7
453	0
0	31
0	0
151	102
256	879
3	0
903	0
0	0
8	30
0	0
0	0
163	0
224	0
3	0
166	0
8	0
4	0
0	0
2	19
1532	0
3	0
619	535
148	0
1	0
0	0
0	0
0	0
0	0
0	0
934	53
158	0
31	105
0	2
1207	0
0	1
0	0
0	0
446	3295
0	0
70	10
155	0
0	4
0	0
48	555
197	0
3	0
0	0
1	0
0	0
0	0
1	0
261	0
0	0
0	0
0	0
5	0
0	0
0	0
18	0
4	0
0	0
27	151
5	24
39	292
120	309
1131	0
0	1317
0	0
0	0
91	0
36	0
58	0
146	0
127	0
116	0
260	0
61	0
14	0
3	0
143	0
83	0
10	89
97	22
135	22
0	498
16	0
104	0
405	0
3	0
0	0
6	0
77	0
38	0
121	0
211	21
0	21
6189	0
83	0
1	0
1450	2
0	38
81	0
1330	0
35	45
173	45
227	2
0	2
0	0
0	0
4	10
1813	0
3341	0
0	0
0	1
0	0
0	0
0	0
1	0
2	0
64	0
14	91
66	0
3	0
66	0
33	204
73	0
116	0
0	0
171	0
0	0
166	0
167	0
536	0
0	0
13	0
20	0
188	0
7	165
76	0
5	0
173	0
361	1
0	0
0	0
0	0
31	0
0	0
0	0
0	0
4294	4289
2529	0
0	0
15	0
0	0
0	0
0	0
0	0
0	0
36	0
0	0
0	0
5	0
16	0
53	0
363	0
34	0
524	0
51	0
107	0
1	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
575	0
679	0
11	437
911	0
411	0
0	15
0	3422
103	0
1	0
0	3
11	23
31	38
141	0
12	140
9	114
605	0
250	0
5	25
0	26
230	0
1	10
0	0
0	0
0	0
350	0
0	0
0	0
0	0
0	0
0	0
0	0
31451	4
1227	1
0	0
0	0
0	0
0	0
6	0
0	5
9	0
0	0
50	0
47	0
0	0
2990	0
123	0
182	533
36	7
0	0
0	0
0	0
4	0
7	0
17	0
99	0
247	199
0	0
0	0
0	0
0	0
0	0
0	0
0	0
51	251
0	0
60	0
109	340
135	0
215	0
189	0
577	0
942	0
1	0
0	0
0	0
0	0
0	0
0	0
3	0
263	0
1076	0
1	9
25	0
65	0
47	663
0	0
73	0
103	0
16	185
18	0
105	0
1	0
0	0
0	0
392	0
53098	16
42	0
234	0
13	0
0	0
0	0
0	0
92	0
2	0
0	0
4	0
0	0
0	0
147	0
75	0
0	0
0	0
42	0
217	0
9	0
9	0
0	0
80	1281
2800	0
0	0
138	0
103	0
32	228
1	2
112	0
52	0
5838	0
2731	0
1524	0
1	0
100	0
6	0
2	16
6	127
60	0
0	0
0	0
0	0
0	0
10	0
0	0
0	0
2	0
0	0
234	0
106	0
635	0
0	542
137	0
67	0
200	0
106	16
145	0
0	0
171	0
20	0
71	0
925	0
0	0
0	0
0	0
0	0
7	0
9	6
5	4
248	0
122	0
0	0
2	83
43	635
3	58
0	0
0	0
0	0
63	0
1730	0
144	0
74	0
4	36
19	169
338	0
1581	0
211	0
83	0
0	24
0	0
419	0
34	0
31	139
199	0
84	161
6	0
2	0
0	562
130	0
116	1182
28	0
33	0
0	0
0	0
145	0
137	0
52	0
0	0
128	0
8	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
74	0
2	0
63143	4
16143	2
4	0
3	315
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	8441
0	280
0	157
0	0
0	0
0	0
65	0
0	0
34	0
70	0
48	0
66	0
0	0
110	0
73	0
0	113
634	0
5	84
0	0
0	0
0	0
0	0
0	0
0	0
281	0
0	0
0	0
0	0
0	0
5	0
0	0
303	323
1012	0
70	375
18	464
1334	0
1250	0
59	0
82	0
0	0
61	0
0	1
0	0
52	0
0	0
1220	0
54	0
0	95
109	0
1848	0
17	49
3	0
270	0
0	0
219	1
31	0
0	0
129	0
5	0
0	0
0	0
0	0
920	0
3	0
19	0
70	0
359	0
32	0
83	1
1	13
8	0
193	0
8	0
771	0
1	0
339	0
323	0
0	0
0	0
0	2
65	0
7	0
0	0
53	0
0	0
0	0
355	0
43	0
12	0
1	408
0	0
1	0
0	0
4	0
1	0
52	0
3	222
0	0
9	0
0	0
0	0
58	0
0	1
0	0
0	0
134	0
0	0
214	0
4296	3
770	0
0	0
5640	7
11	7
0	0
5	0
0	84
194	0
109	0
125	0
24	262
116	0
126	0
62	0
30	49
0	4
