UniqueCount	AmbigCount
366	26
24	26
4	0
5	11
1999	1
77	0
2	53
0	0
0	0
78	1
156	0
149	0
143	0
1	0
267	0
4	0
0	0
214	0
1272	0
0	0
36	0
1	0
0	0
0	0
3	0
5	0
11	0
0	0
8	0
7	0
12	0
42	0
4	0
1787	1
207	0
144	0
297	0
0	0
764	0
0	0
2	0
36	2
123	0
449	0
1	0
0	0
11	0
2	0
362	2
1476	1
1936	2
71	17
118	4
20	0
0	0
4	0
12	0
0	0
0	0
1	0
0	0
3	9
219	0
8	1024
31	0
0	0
0	0
130	0
0	0
2541	0
0	0
812	57
133	0
91	424
1249	2
12	0
97	0
14	0
44	193
0	0
68	101
22	0
0	0
0	2
15	0
0	0
324	0
233	0
0	0
48	3
197	0
0	0
12	0
1	0
233	0
0	0
0	0
1	0
100	0
12	13
903	3
1261	0
234	0
8433	3
298	1
0	752
95	75
206	0
2	0
97	0
242	1
5	11
0	0
6	164
0	0
0	0
0	0
181	1310
636	0
66	0
335	0
413	0
188	0
0	0
0	0
0	0
0	0
5	0
0	0
181	0
103	0
0	0
12	0
627	0
6	0
324	0
2126	0
171	157
877	0
39	0
0	29
354	0
73	0
113	0
0	0
16	0
0	0
1695	0
331	0
6	0
0	0
127	0
602	0
0	0
0	0
0	0
37	0
15	32
0	0
240	0
483	0
0	0
0	0
142	0
885	6928
166	1
61	445
0	11
1258	0
46	0
0	0
4	0
0	0
178	0
7	0
80	0
401	0
0	0
145	0
72	0
632	0
393	582
0	0
0	1
0	0
3	0
0	13
85	0
0	0
60	0
361	0
341	0
184	0
0	0
3	0
14	0
4	2
0	0
30	249
3	0
5	0
10	0
0	0
139	0
5	0
10	0
198	0
415	0
0	0
0	0
407	0
891	0
0	0
3	0
429	0
2	0
718	0
0	0
515	0
3	5
303	0
0	40
0	0
250	143
149	397
5	0
977	0
0	0
3	16
0	0
5	0
217	0
155	0
1	0
146	2
0	0
4	0
0	0
0	17
1382	0
7	0
580	748
157	0
8	0
2	0
3	0
0	0
4	0
0	0
954	56
198	0
32	113
0	1
1693	1
0	2
6	0
1	0
475	3883
0	0
98	3
114	0
0	0
4	0
197	1450
381	0
0	0
4	0
4	0
0	0
4	0
5	0
905	0
0	0
0	0
4	0
6	0
0	1
0	0
121	0
1	0
0	0
31	371
2	40
35	492
388	940
2516	4
0	2193
0	0
2	0
211	0
86	0
68	0
268	0
313	0
246	1
453	0
80	0
5	0
2	0
152	0
183	0
3	197
73	11
232	11
3	1193
56	0
247	0
913	1
0	0
16	0
22	0
151	0
37	0
129	0
273	35
6	35
3787	6
92	0
0	0
7767	0
0	60
132	0
1024	0
38	63
154	63
344	2
0	2
0	0
0	0
22	7
7265	1
8941	2
5	0
0	0
0	0
0	0
3	0
8	0
90	0
114	0
23	217
137	0
3	0
199	0
78	315
124	0
238	0
0	0
103	0
4	0
360	0
173	0
1528	0
0	0
2	0
59	0
618	0
88	501
153	0
11	0
472	3
