UniqueCount	AmbigCount
68	0
0	0
0	14
0	14
0	14
0	14
0	0
195	0
0	96
0	96
5	96
0	174
0	145
0	147
0	157
7	186
0	176
3	0
147	0
116	0
844	0
0	501
18	496
0	629
0	599
0	586
0	501
0	556
449	0
28	32
10	32
112	0
0	0
15	0
221	0
1	569
187	568
2	569
194	0
0	0
0	0
28246	61
554	0
6343	49318
2268	49314
4	0
362	0
0	0
0	0
0	0
0	0
0	0
0	0
11835	1
65	0
9	0
419	0
0	0
0	0
0	0
15	195
1	201
32	201
677	0
235	23
390	0
88	0
0	0
936	0
6700	1
161	0
307	0
185	0
9	167
2	89
19	170
0	0
14	257
299	0
0	0
607	0
7	0
4560	13
129	0
636	65
114	0
2	11
41	0
6	0
1976	0
5	83625
6077	83629
177	83535
0	0
0	0
0	0
0	0
17	0
0	7
0	7
0	7
32	988
9	988
827	0
9	0
13	419
23	419
141	0
865	0
32	0
0	781
19	717
6	787
0	145
51	186
0	179
0	186
0	179
7	0
1	0
220	0
0	0
411	0
0	7
0	7
1	381
2	381
333	0
8	0
1881	1
13	540
0	689
6	689
9	540
5	678
9481	3
176455	70
9	0
310	0
32	0
11	0
31	459
647	459
1675	0
0	0
4	0
0	0
1053	0
0	0
0	0
0	51
4	23
0	41
0	30
197	0
224	0
1405	0
89968	37
27	0
28	54
3	19
2	19
0	55
616	135
0	135
256	0
54	0
9	0
6019	0
0	0
4	10
3	7
2	8
0	10
7	577
0	577
177	0
0	1611
8	1611
125	1611
93	0
406	0
1	46
9	46
2332	0
0	0
0	401
30	358
0	288
7	331
0	0
0	0
0	0
0	0
2	0
0	0
1	23
0	23
0	23
0	23
3	4
0	281
0	2
0	4
2	286
0	4
29	22
0	281
0	260
0	302
0	4
0	4
0	261
95	2
3285	1
50	0
29	0
48	0
2	0
196487	86
29923	8
446	0
0	114
1	127
5	149
3	173
10	109
1	0
619	0
0	0
1	0
98724	35
29	3
0	0
365	0
44	0
65	820
7	820
0	0
0	0
0	0
125	499
0	499
253	139
0	139
157	0
33	0
409	0
913	1
326	0
720	0
0	0
0	0
0	0
235	0
0	0
0	0
290	181
0	181
8825	0
2	0
0	4655
2	5223
262	5398
0	4801
94	0
0	421
0	363
0	452
0	359
0	454
0	392
0	256
0	394
0	419
0	481
0	423
0	392
0	452
0	392
0	448
0	419
0	419
0	419
0	421
1076	0
2	0
4	648
319	684
5	684
0	0
14159	4
0	0
10	0
304	0
1990	0
146	0
11	354
0	354
38606	6
388	30
0	30
0	57
0	57
576	0
403	0
27806	7
169	0
0	0
582	0
0	0
44	0
1086	0
40	0
28280	12
0	0
0	735
383	787
2	787
32	735
0	0
6	459
2	522
0	573
11	505
215	0
0	175
8	161
1	180
0	163
0	175
0	167
0	179
1	164
0	167
0	162
1	168
0	163
0	175
0	166
0	162
0	625
14	625
2955	4
1099	2
0	0
0	0
0	0
21	0
0	6
0	6
0	6
54	0
0	0
18	207
6	198
7	207
34	595
45	595
121	0
1232	1
1	71
4	71
2	1796
234	1795
295	1793
35	271
44	271
4	0
1532	4862
16	4860
34915	18
2	0
0	378
0	378
0	378
0	381
0	379
0	379
0	381
1	378
0	378
141	0
0	0
695709	244
307	4066
0	2879
123	4063
0	4850
239	0
870	8860
8944	8865
0	258
0	258
0	258
0	261
0	257
0	262
0	260
0	258
0	258
0	245
0	246
0	259
0	257
0	246
0	245
0	257
0	258
0	258
0	259
0	248
0	259
0	247
4468	0
4	0
0	8
0	8
0	8
4	8
0	8
0	8
0	8
0	8
1	8
0	8
103	0
262	0
1	0
0	0
0	2
0	2
0	2
0	0
3456	1
91	0
2	3415
110	3415
206	0
18	143
301	143
454	0
120	11
0	129
0	142
0	142
0	128
0	143
0	143
8	468
21	499
2	479
0	448
1	396
80256	24
590	1
107	0
32	142
28	142
36906	7
0	12
0	12
0	12
0	0
0	0
26	0
22	0
71	17
0	0
0	0
154	0
0	264
2	264
0	175
0	175
0	175
10	175
0	175
4	175
0	175
15	175
0	175
0	175
3	10
13	10
308	0
7	811
1	811
0	811
110	811
0	0
0	0
0	0
0	0
20736	10
5050	1
0	0
3	0
106545	28
10	0
0	0
2100	0
590	1793
1	1793
0	0
2	0
811314	280
0	5
1	5
0	0
2	93
7	93
3	93
561	0
1	0
1	0
0	601
51	450
0	601
432	0
11	458
10	452
4	425
17	423
0	0
144	0
0	49
1	83
0	86
0	90
0	86
0	22
0	84
0	56
1	53
0	14
0	86
0	11
9	0
202854	101
0	1354
0	1352
136	1354
170	0
27240	6
24241	26
12	0
39	291
0	213
0	281
0	273
0	211
0	203
0	299
2663	0
381	0
1422	0
33	0
12	0
0	0
645	0
7	0
18	0
983	4
0	0
4	0
1684	0
5	0
46	0
141	0
656	0
0	0
4	0
551	0
115175	96
0	0
22	0
359	0
340	0
124	0
43	0
135	0
4	0
176186	36
0	1101
68	1204
85	1204
0	0
948	0
0	6
0	6
217	0
48	0
1	0
0	881
248	881
17	880
781	0
4	0
955	0
23	0
0	0
1	201
7	321
0	21
31	247
9	0
2	0
0	3
0	2
0	1
0	1
0	1
0	1
0	2
0	1
0	3
0	2
0	1
0	1
0	1
0	1
1207	0
13	253
0	3
9	0
23	167
1	167
271	19
168	0
2	0
4732	0
2673	0
0	0
10	0
0	0
10	0
0	0
0	0
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	2
0	0
20	0
0	12
1	12
7292	3
0	0
1	0
22	324
5	339
46	336
3	0
0	0
1	0
222	0
305	0
0	0
42	5538
657	5538
12	0
0	0
204	0
21114	7
8	0
3	0
589613	265
756	0
26	123
0	19
0	589
0	12
10	628
0	12
0	589
0	19
46	0
12815	6
0	44
0	44
1	250
76	0
293	0
157	0
467	0
5502	1
0	289
1	290
27	290
63	0
0	2
0	5
0	0
0	0
0	0
127	0
7	0
2	0
31	177
21	177
498	0
1	0
13	0
33389	9
2	0
0	15
19	15
39	917
35	917
16	0
28	3674
221	3681
19	3597
0	3591
0	3591
0	331
1	324
0	323
0	323
3	349
2	346
0	323
0	337
2	361
2	328
445	338
0	345
0	323
2	328
0	0
0	0
0	4
0	4
83	732
11	732
1	0
6	0
0	31
2	17
0	15
0	12
0	34
0	15
190	0
410	0
392	0
106	0
408	0
21	5152
25	5152
0	5147
164	5147
257	0
0	0
12	91
0	91
17	285
18	285
117	285
13753	24558
2682	24557
214	35
788	0
5	0
38392	6
6	0
0	0
0	0
0	0
0	0
0	0
21	0
42	52
0	52
0	50
532	0
353	0
143	45
0	3
0	3
0	0
0	0
2	0
43	4452
1426	4452
39	4463
1	1727
4	1781
125	1781
90	1752
2	1765
25	0
0	392
3	392
185	0
189	1598
1326	1598
0	0
7	955
0	1023
0	961
0	968
203	0
0	3150
60	3198
569	3137
2688	0
606	0
236	0
1047	0
0	208
0	2067
0	2102
62	1993
0	243
13	207
548	2116
239	2116
36	0
173	0
0	1
0	1
3	657
8	639
0	1000
98	1990
1	1990
0	1985
0	57
2	57
0	353
0	346
0	419
0	412
1680	2
0	0
1301	0
25	0
0	11
0	11
1	0
373	717
1	719
4	682
0	0
5	0
51	0
3371	2
0	87
0	130
0	113
643	0
21	0
21	0
78	0
98	0
98	0
0	1285
0	1366
0	1864
0	1925
0	1945
0	1844
232	0
0	0
0	251
76	251
12	251
2	0
220	602
40	602
514	0
2445	3
0	0
0	0
2	0
0	0
0	0
1021	0
521	0
306	0
358	597
40	597
0	1
0	1
78	0
357	0
90	87
0	87
8	87
0	87
13	1193
28	1193
1	2
0	2
37	0
12	0
64	159
67	159
7	0
0	0
0	0
1	3
0	3
0	210
241	0
66	471
9	412
0	475
0	0
101	0
26	0
3330	0
2	0
2543	0
444	0
0	0
2	0
154	124
0	124
27	0
0	0
2	0
0	0
755	0
2	0
163	0
0	1
0	1
0	1
0	40
0	40
0	40
0	40
1	40
198	0
235	0
976	1
33	112
14	112
2120	0
0	1543
591	1543
0	1047
0	35
0	75
0	43
0	15
3	55
0	45
0	0
0	105
0	105
0	101
0	101
169	574
30	574
0	4
0	4
0	4
0	0
225	1588
63	1588
23	558
62	558
10	553
261	0
183	2
116	1
0	70
9	70
5	0
0	0
0	4
0	4
0	4
0	4
0	0
0	0
783	3
436	0
17	1105
0	1105
2	0
0	2
0	2
0	2
5	0
2	0
320	0
0	3
0	3
0	3
13909	3
131	0
0	5
0	5
218	0
1379	0
0	0
2	0
17	0
0	0
1	0
1	0
13	0
0	0
0	0
0	637
0	588
0	648
1	655
0	653
0	664
2	657
0	0
0	0
0	0
308	0
56	0
325	0
0	0
0	0
4	0
3	0
0	0
0	0
0	0
0	0
286	0
0	966
0	970
0	967
0	966
0	967
0	964
0	966
0	966
0	617
0	966
36	929
12	973
0	968
0	963
0	969
0	968
0	970
0	968
50	973
9	973
6	903
