ATP6	1110
ATP8	37
COX1	16976
COX2	3116
COX3	19400
CYTB	1539
LOC120284189	2
LOC120284190	0
LOC120284191	0
LOC120284192	0
LOC120284193	0
LOC120284194	0
LOC120284195	0
LOC120284196	0
LOC120284197	0
LOC120284198	0
LOC120284199	0
LOC120284200	0
LOC120284201	0
LOC120284202	0
LOC120284203	0
LOC120284204	0
LOC120284205	0
LOC120284206	0
LOC120284207	0
LOC120284208	2
LOC120284209	0
LOC120284210	0
LOC120284211	0
LOC120284212	0
LOC120284213	0
LOC120284214	0
LOC120284215	0
LOC120284216	0
LOC120284217	0
LOC120284218	0
LOC120284219	0
LOC120284220	0
LOC120284221	0
LOC120284222	0
LOC120284223	0
LOC120284224	0
LOC120284225	0
LOC120284226	0
LOC120284227	1
LOC120284228	0
LOC120284229	0
LOC120284230	0
LOC120284231	0
LOC120284232	0
LOC120284233	0
LOC120284234	0
LOC120284235	0
LOC120284236	0
LOC120284237	0
LOC120284238	0
LOC120284239	0
LOC120284240	0
LOC120284241	0
LOC120284242	0
LOC120284243	0
LOC120284244	0
LOC120284245	0
LOC120284246	0
LOC120284247	2
LOC120284248	0
LOC120284249	0
LOC120284250	0
LOC120284251	0
LOC120284252	0
LOC120284253	0
LOC120284254	0
LOC120284255	0
LOC120284256	0
LOC120284257	0
LOC120284258	0
LOC120284259	0
LOC120284260	0
LOC120284261	0
LOC120284262	0
LOC120284263	0
LOC120284264	0
LOC120284265	0
LOC120284266	0
LOC120284267	0
LOC120284268	0
LOC120284269	0
LOC120284270	0
LOC120284271	0
LOC120284272	0
LOC120284273	0
LOC120284274	0
LOC120284275	0
LOC120284276	0
LOC120284277	0
LOC120284278	0
LOC120284279	0
LOC120284280	0
LOC120284281	0
LOC120284282	0
LOC120284283	0
LOC120284284	0
LOC120284326	0
LOC120284327	0
LOC120284328	0
LOC120284329	0
LOC120284330	1
LOC120284331	0
LOC120284332	0
LOC120284333	0
LOC120284334	0
LOC120284335	0
LOC120284336	0
LOC120284337	0
LOC120284338	0
LOC120284339	0
LOC120284340	0
LOC120284341	0
LOC120284342	0
LOC120284343	0
LOC120284344	1
LOC120284345	0
LOC120284346	0
LOC120284347	0
LOC120284348	3
LOC120284349	2
LOC120284350	0
LOC120284351	1
LOC120284352	0
LOC120284353	0
LOC120284354	0
LOC120284355	0
LOC120284356	0
LOC120284357	1
LOC120284358	0
LOC120284359	0
LOC120284360	0
LOC120284361	0
LOC120284362	0
LOC120284363	0
LOC120284364	0
LOC120284365	0
LOC120284366	0
LOC120284367	0
LOC120284368	0
LOC120284369	0
LOC120284370	0
LOC120284371	0
LOC120284372	3
LOC120284373	0
LOC120284374	47
LOC120284375	0
LOC120284376	0
LOC120284377	1
LOC120284378	0
LOC120284379	1
LOC120284380	0
LOC120284381	0
LOC120284382	0
LOC120284383	0
LOC120284384	1
LOC120284385	0
LOC120284386	91
LOC120284387	0
LOC120284388	0
LOC120284389	0
LOC120284390	0
LOC120284391	0
LOC120284392	0
LOC120284393	0
LOC120284394	0
LOC120284395	1
LOC120284396	0
LOC120284397	0
LOC120284398	0
LOC120284399	0
LOC120284400	0
LOC120284401	1
LOC120284402	0
LOC120284403	0
LOC120284404	0
LOC120284405	0
LOC120284406	0
LOC120284407	0
LOC120284408	0
LOC120284409	0
LOC120284410	0
LOC120284411	0
