UniqueCount	AmbigCount
352	24
43	24
0	0
9	7
1954	1
159	0
0	32
0	3
0	0
75	0
124	0
156	0
100	0
2	0
264	0
1	0
0	0
232	0
1235	0
0	0
42	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1774	0
191	0
110	0
292	0
0	0
652	0
5	0
3	0
27	0
103	0
319	0
2	0
0	0
0	0
2	0
347	0
764	0
2193	0
76	18
77	0
11	0
0	0
0	0
2	0
0	0
0	0
3	0
0	0
11	25
158	0
1	912
0	0
0	0
0	0
98	0
0	0
2077	0
0	0
585	102
144	0
108	344
989	1
0	0
88	0
1	0
50	159
0	0
74	70
16	0
0	0
0	0
14	0
1	0
243	0
280	0
0	0
28	10
262	0
1	0
16	0
0	0
231	0
0	0
0	0
0	0
94	0
36	13
1274	0
840	0
185	0
7504	0
338	0
0	904
80	40
175	0
0	0
65	0
174	0
13	48
0	0
0	149
0	0
0	0
1	0
223	1392
777	0
41	0
192	0
341	0
228	0
0	0
0	0
0	0
0	0
8	0
0	0
113	0
68	0
0	0
34	0
650	5
0	0
272	0
1253	0
141	134
863	0
26	5
0	26
454	0
52	0
91	0
0	0
10	0
2	0
1499	0
293	0
0	0
0	0
125	0
1757	0
0	0
0	0
0	0
16	0
17	8
0	0
325	0
346	0
4	0
0	0
149	0
1134	7362
157	1
70	461
11	15
1314	0
44	0
0	0
6	0
0	0
79	0
0	0
101	0
365	0
2	0
181	0
78	0
567	1
528	698
0	0
0	1
0	0
9	0
0	25
103	0
0	0
51	0
533	0
307	1
197	0
0	0
4	0
26	0
0	0
0	0
36	183
4	0
6	0
1	0
4	0
97	0
2	0
12	0
140	0
378	0
0	0
0	0
359	0
772	0
0	0
0	0
600	0
1	0
966	0
0	0
432	0
0	18
334	0
0	54
0	0
340	204
192	452
2	0
1088	0
0	0
11	98
0	0
3	0
172	0
138	0
5	0
91	0
0	0
0	0
0	0
0	14
1297	3
3	0
565	843
114	0
0	0
0	0
0	0
0	0
0	0
0	0
985	83
153	0
30	79
0	5
1120	0
0	1
0	0
0	0
356	3972
0	0
44	3
82	0
0	0
0	0
133	1257
335	0
3	0
0	0
0	0
0	0
3	0
7	0
577	0
0	0
0	0
4	0
3	0
0	0
0	0
130	0
8	0
0	0
85	404
6	53
41	743
273	853
2926	4
0	2717
0	0
0	0
250	0
62	0
31	0
304	0
231	0
259	0
588	0
54	0
24	0
4	0
129	0
126	0
9	224
156	6
203	6
4	850
24	0
226	0
844	0
0	0
2	0
38	0
133	0
90	0
170	0
422	28
2	28
1987	6
76	0
0	0
6070	0
0	62
110	0
1095	0
38	107
157	107
397	3
0	3
0	0
0	0
16	1
6314	0
8568	6
0	0
0	0
0	0
0	0
0	0
8	0
93	0
99	0
27	219
104	0
7	0
148	0
146	544
107	0
295	0
0	0
237	0
0	0
439	0
210	0
1653	1
0	0
76	0
46	0
470	0
110	345
123	0
5	0
501	2
754	0
0	0
0	0
0	0
27	0
0	0
0	0
0	0
7408	9896
4334	0
0	0
37	0
0	0
0	0
0	0
0	0
0	0
65	0
0	0
0	0
1	0
11	0
103	0
576	0
21	0
1614	0
47	0
203	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
4	0
0	0
1253	0
1423	0
198	708
1774	0
129	0
0	78
0	1298
61	0
1	0
0	11
13	35
78	76
469	0
45	265
29	254
1683	1
427	0
11	22
1	87
307	0
2	8
0	0
0	0
4	0
808	0
0	0
0	0
0	0
0	0
4	0
0	0
29656	11
1936	0
0	0
0	0
0	0
0	0
59	0
4	6
11	0
0	0
87	0
126	0
0	0
9734	0
435	0
71	186
80	19
0	0
0	0
0	0
5	2
34	0
34	0
142	0
552	661
4	0
0	0
0	0
0	0
0	0
0	0
0	0
154	663
3	0
189	0
27	257
264	0
367	0
399	0
1368	0
911	0
0	0
0	0
0	0
1	0
0	0
0	0
19	0
588	0
2792	0
4	29
48	0
123	0
219	1651
0	0
130	0
150	0
32	409
51	0
201	0
0	0
0	0
0	0
645	0
129519	177
70	0
237	0
79	0
0	0
0	0
0	0
123	0
0	0
0	0
5	0
0	0
0	0
313	0
140	0
0	0
1	0
98	0
561	0
15	0
15	0
0	0
153	2417
1166	0
0	0
257	0
198	0
92	443
0	1
310	0
118	0
2630	1
1745	0
1269	0
17	0
47	0
16	0
5	22
20	412
101	0
0	0
8	0
0	0
0	0
15	0
0	0
0	0
3	0
0	0
524	0
182	0
1382	0
0	1219
295	0
140	0
340	0
174	29
320	0
3	0
243	1
44	0
161	0
1816	0
0	0
0	0
0	0
0	0
8	0
3	9
17	25
422	0
245	0
0	0
0	120
92	960
1	74
1	0
0	0
5	0
118	0
1996	1
221	0
77	0
4	57
48	535
662	0
3940	4
485	0
129	0
0	30
0	0
526	0
70	0
53	240
247	0
74	152
0	0
0	0
0	1439
310	0
373	4086
17	0
103	0
1	0
0	0
180	0
217	0
99	0
0	0
309	0
34	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
110	0
1	0
114907	49
17835	17
4	0
20	828
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	11679
0	643
0	339
0	5
0	0
0	0
71	0
0	0
39	0
160	0
83	0
140	0
0	0
121	0
109	0
2	1457
1746	0
29	173
0	0
0	0
37	0
7	0
0	0
0	0
1261	0
0	0
0	0
0	0
0	0
15	0
0	0
1669	2027
2569	0
98	689
73	1275
3514	3
3739	0
81	0
112	0
0	0
130	0
0	4
0	0
315	0
0	0
2851	2
60	0
8	90
304	0
8578	7
74	374
14	0
787	3
0	0
342	0
101	0
0	0
221	0
22	0
0	0
0	0
0	0
2698	3
5	0
36	0
109	0
430	0
92	0
200	0
5	18
9	0
270	0
15	0
1949	0
0	0
801	0
498	0
1	0
0	0
0	14
156	0
31	0
0	0
282	0
0	0
0	0
811	0
123	0
20	0
5	1197
0	0
12	0
0	0
2	0
20	0
227	0
5	692
3	0
57	0
0	0
0	0
84	0
3	0
0	0
0	0
393	0
0	6
538	0
3069	1
1570	3
0	0
12380	8
16	4
1	0
46	0
0	134
68	0
116	0
215	0
41	532
106	0
153	0
104	0
33	70
0	3
288	0
174	0
8	0
19	652
