UniqueCount	AmbigCount
69	0
0	0
0	19
0	19
0	19
0	19
0	0
265	0
0	74
0	74
3	74
0	256
0	413
0	416
0	411
28	254
0	259
0	0
158	0
100	0
761	2
0	587
7	587
0	745
0	712
0	671
3	587
0	638
548	0
40	31
18	31
314	0
0	0
15	0
275	0
0	508
182	508
5	508
147	0
0	0
0	0
11337	18
1015	0
4409	44601
1788	44601
3	0
356	0
0	0
0	0
0	0
0	0
0	0
0	0
15754	0
65	0
22	0
780	0
0	0
0	1
0	1
11	161
0	163
36	163
738	0
346	55
442	0
58	0
0	0
1392	0
5050	0
201	0
400	0
245	0
12	229
8	148
60	242
0	0
29	214
230	0
0	0
466	0
0	0
4504	7
138	0
611	34
100	0
0	1
80	0
0	0
1601	0
4	83137
6838	83136
156	83062
0	0
0	0
0	0
0	0
18	0
0	9
0	9
0	9
43	1719
19	1719
634	0
5	0
20	398
34	398
130	0
1054	0
43	0
0	1297
34	1128
13	1282
2	253
61	202
0	200
5	202
0	200
3	0
1	0
234	0
0	0
419	0
0	25
0	25
10	331
0	331
403	0
0	0
2857	0
21	720
0	926
20	924
23	720
26	918
7741	1
125572	37
0	0
283	0
65	0
21	0
54	721
976	721
1945	0
0	0
6	0
0	0
1381	0
0	1
0	1
0	49
1	40
1	33
0	19
198	1
224	6
2233	4
47385	17
55	0
22	73
0	12
0	12
0	73
551	133
0	133
287	0
112	0
5	0
6056	3
0	0
8	22
0	10
0	22
1	22
19	1022
9	1022
298	0
0	1358
3	1358
168	1358
206	0
472	0
3	46
7	46
2412	1
0	0
0	768
85	857
0	764
28	675
0	7
0	6
0	4
0	5
0	0
0	0
0	15
0	15
0	15
0	15
4	28
0	518
0	28
0	28
0	535
0	34
54	58
0	518
0	476
0	574
1	37
8	28
0	480
140	8
4442	3
68	0
73	0
0	0
0	0
180981	64
17790	13
606	0
0	195
1	236
1	282
0	345
21	220
0	0
545	0
0	0
0	0
84573	27
0	0
0	0
405	0
22	0
54	866
5	866
0	0
0	0
0	0
191	566
0	566
349	189
0	189
241	0
27	0
319	0
844	0
600	0
815	0
0	0
0	0
0	0
233	0
2	0
0	0
412	202
1	202
8037	0
1	0
0	5341
2	6093
323	6329
0	5562
104	0
0	572
0	509
0	612
0	519
0	593
0	543
0	365
0	537
0	557
0	628
0	583
4	525
0	599
0	536
0	604
0	557
0	575
0	568
0	569
715	2
0	0
0	767
407	818
9	818
0	0
12920	0
0	0
0	0
288	0
2118	0
211	0
8	482
0	482
38794	9
439	36
0	36
0	127
0	127
835	0
1344	0
26197	4
177	0
0	0
738	0
0	0
0	0
1024	1
62	0
28749	1
0	0
0	1370
698	1434
0	1432
51	1370
0	0
9	457
6	461
0	534
16	473
225	0
0	219
8	215
0	216
0	222
0	219
14	212
2	215
0	222
2	220
0	216
0	214
0	219
0	218
2	215
0	219
0	544
9	544
3712	0
1554	3
0	0
0	0
0	0
0	0
0	9
0	9
0	7
40	0
0	0
14	275
6	272
4	275
110	867
77	867
121	0
914	0
1	72
0	72
0	1810
186	1809
311	1810
30	200
58	200
6	0
2299	7261
26	7261
24836	10
0	0
0	478
0	478
0	478
0	477
0	478
0	478
0	477
0	478
0	478
156	0
0	0
819611	231
371	4366
0	3211
105	4367
2	5230
246	0
624	4622
6215	4622
0	330
0	330
0	331
0	335
0	330
0	335
0	333
