UniqueCount	AmbigCount
0	93
3	93
5	93
2	0
0	0
0	10
0	10
0	0
0	0
0	0
0	0
2	0
246	0
458	0
0	41398
231	39744
188	41398
0	348
19	348
0	418
7	418
0	22
1	22
0	22
0	22
0	22
3	0
0	0
0	0
0	0
0	0
0	0
0	0
1	21
63	21
0	0
3	0
0	0
0	0
0	0
0	0
0	0
55	0
0	3
0	3
3	0
196	981
7	981
365	0
363	0
0	0
46	612
11	617
0	473
0	473
5	583
5	617
0	1
0	1
0	1
1	10
0	11
1	7
0	0
0	2
0	0
0	0
0	2
0	0
1326	2
10	309
0	275
6	284
180	0
0	2180
0	2012
0	2154
158	0
8	869
0	2013
0	2079
103	132
0	156
18	275
12	275
3	275
0	1328
6	1005
3	1328
0	728
23	728
0	0
0	0
6	0
642	0
30	2
23627	4
15	0
269	27
203	943
9	943
16	2586
233	2583
6	2579
6	2584
1	2587
943	0
179	0
0	1044
0	992
11	997
4	974
61	1040
7	992
20	858
0	0
3649	0
0	0
0	0
123	0
0	103
0	103
3	10143
101	12222
93	10116
0	12197
1	12211
39	4
0	0
0	0
461	0
26	0
0	0
7	118
4	134
18	134
76	0
15	0
0	0
0	0
0	0
1	0
13	4
195	1
0	0
1	0
0	0
0	0
4	0
0	9
1	9
2	9
0	0
0	0
0	0
0	0
2	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
2	3
0	3
1	0
173	454
1	454
9	24
0	24
334	0
5	0
0	1359
6	1282
3	1294
25	1359
182	873
36	873
1	866
0	712
0	716
0	712
0	714
9	712
1	636
0	658
28	716
15	712
4	1032
0	1019
2	986
619	0
28	0
329	0
5	0
0	1727
61	1728
1	1596
0	132
0	56
3	119
0	30
0	30
0	15
0	14
0	15
0	15
0	15
2	15
0	0
44	592
0	592
51	0
0	21
1	21
0	0
0	0
0	155
12	142
97	153
1	142
7	155
1	0
3	0
142	844
13	844
0	641
6	641
0	634
977	0
0	1212
6	1222
0	0
0	1
2	0
0	12
0	10
0	8
0	13
0	0
0	0
0	325
0	267
2	294
549	6
0	589
2	571
171	577
0	0
1	14022
37	14023
7	14022
4	14023
0	0
0	0
10	0
987	0
0	0
6	0
160	135
0	135
7	133
0	133
1232	0
336	0
5	365
0	365
0	251
6	251
528	0
0	906
108	906
23	323
2	323
0	208
2	300
23	277
0	208
0	210
150	0
12	0
0	189
0	189
161	0
28	191
5	191
1	191
11	176
0	191
0	193
0	191
1	0
590	0
199	0
0	346
0	439
0	337
0	430
6	346
0	346
0	162
24	162
8	381
0	284
0	283
32	246
0	287
1	245
1	245
2	246
0	242
0	782
2	782
598	0
139	0
0	761
26	761
0	4778
0	4387
3	4734
7	4552
0	4793
8	0
18	542
2	542
26	799
2	799
0	268
10	268
177	363
44	363
4	558
56	558
0	24
0	24
0	24
571	9263
1132	9263
0	152
20	152
9	0
435	0
0	234
2	216
10	234
0	115
0	1654
513	1641
0	1654
7	1677
88	554
1	554
0	554
0	1368
0	1368
0	62
1	54
0	55
0	51
0	806
31	806
0	95
19	95
59	0
142	0
0	242
0	242
0	0
0	0
0	1
0	1
0	7
0	7
1	0
1	887
0	904
0	904
317	0
0	0
197	0
3	0
0	165
0	165
1	942
1	964
0	964
0	1062
0	942
0	984
36	78
5	78
8	0
0	0
0	0
0	0
0	3
1	3
36	460
423	462
3090	46446
1108	46446
0	525
82	431
0	507
0	508
15	83
0	83
0	0
0	0
20	81
0	81
327	0
0	116
0	116
39	575
0	575
3	575
7	0
0	9
1	9
504	0
1	9
0	9
0	0
0	0
0	610
0	431
0	610
133	0
9	251
11	247
0	251
4	247
0	225
16	225
631	0
3503	7571
2	7571
732	7298
66	7561
0	316
66	316
206	1196
69	1196
5	1196
92	0
19	36
1	36
0	32
5	32
2701	0
181	0
0	67
0	67
10	364
20	364
0	518
10	518
0	40
0	40
0	40
0	40
1	27
127	86
9	86
3	0
0	0
1	0
24	1269
0	1367
0	1359
7	579
13	1088
2	1050
2	1208
0	605
78	1367
567	1385
0	1358
12	288
7	1231
3	285
5	709
23	491
24	329
15	175
20	175
0	66
0	66
484	2
2	0
0	139
0	139
0	139
2	0
22	0
171	0
74	0
0	0
3	0
61	510
3	519
24	519
0	510
0	458
1	10
0	10
4	194
0	194
1338	0
334	0
5	0
0	4240
12	3636
10	4240
0	452
0	452
5	0
3	0
0	0
1	40
0	40
1	418
0	418
0	336
0	305
41	693
0	305
