UniqueCount	AmbigCount
0	98
7	98
13	98
0	0
0	0
0	2
0	2
0	0
0	0
0	0
1	0
3	0
280	0
472	0
0	44937
241	43285
216	44937
0	385
21	385
0	482
7	482
0	35
4	35
0	35
1	35
0	35
1	0
0	0
1	0
0	0
0	0
0	0
0	0
0	58
69	58
0	6
1	6
0	2
0	6
0	3
0	3
0	6
85	0
0	1
0	1
0	0
206	1242
12	1242
506	0
136	0
0	0
23	716
5	722
0	539
0	539
10	672
16	722
0	0
3	0
0	0
0	17
0	17
0	11
0	10
0	10
0	10
0	10
0	10
0	10
1427	0
7	292
4	247
0	269
321	0
0	2494
3	2316
3	2459
223	0
16	849
0	1995
0	2074
106	150
0	164
40	319
32	318
5	319
0	1150
16	908
0	1150
0	725
29	725
0	0
0	0
28	0
639	0
20	0
27222	0
19	0
151	14
216	1037
5	1037
21	3194
250	3188
7	3185
4	3178
4	3195
1117	0
186	0
0	1030
0	976
5	980
8	924
50	1024
0	980
21	833
0	0
3586	0
0	0
0	0
151	0
0	111
0	111
13	11633
106	14088
84	11583
0	14051
0	14059
40	0
0	0
0	0
480	0
28	0
2	0
7	118
13	141
21	141
73	0
12	0
0	0
0	1
0	1
2	0
14	0
248	0
1	0
2	0
0	0
0	0
4	0
0	7
0	7
0	7
0	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	8
0	8
1	0
202	397
0	397
8	25
0	25
292	0
8	0
0	1693
0	1597
5	1615
28	1693
177	927
43	929
2	914
0	785
0	770
0	784
0	767
5	785
0	701
0	692
33	770
18	769
5	1142
0	1121
2	1098
621	0
36	0
411	0
2	0
0	1586
83	1586
1	1466
0	163
0	72
1	146
0	13
0	13
2	14
0	7
0	14
0	14
0	14
0	14
0	0
27	607
2	607
36	0
0	29
1	29
0	0
1	0
0	225
5	197
129	224
0	197
13	225
2	0
0	0
91	917
25	917
0	669
5	669
0	650
947	0
0	1323
5	1332
0	1
1	4
2	0
0	17
0	16
0	14
0	19
0	0
0	0
0	269
0	216
1	245
652	0
0	676
0	664
242	642
0	0
0	16315
47	16316
7	16314
1	16315
0	0
3	0
18	0
1026	0
0	0
2	0
170	151
0	151
20	181
0	181
1340	0
427	0
1	413
0	413
0	273
1	273
566	0
0	923
137	923
24	395
0	395
0	259
8	325
20	293
0	258
3	266
171	0
18	0
1	184
0	184
197	0
24	239
1	239
1	239
4	216
0	239
0	241
0	239
4	0
736	0
204	0
0	313
0	408
0	309
0	404
3	314
1	312
0	143
15	143
9	531
0	426
0	423
41	384
0	431
4	384
0	385
1	384
0	381
0	786
0	787
650	0
145	0
0	747
31	747
2	5179
0	4815
1	5092
15	4946
0	5184
17	0
22	582
0	582
31	839
1	839
0	271
14	271
138	364
24	364
8	706
53	706
1	41
0	41
0	41
587	9510
1104	9510
0	185
17	185
1	0
398	0
0	174
2	157
22	174
0	83
0	1823
428	1833
2	1823
18	1894
140	691
0	691
4	691
0	1518
0	1518
1	87
0	75
0	81
0	71
0	801
12	801
0	116
17	116
61	0
146	0
0	249
0	249
0	1
0	1
0	0
0	0
0	4
0	4
0	0
0	962
0	971
0	971
361	0
2	0
255	0
1	0
0	167
2	167
2	937
1	976
0	977
4	1047
0	938
3	957
65	85
8	85
5	3
0	3
